start	end	text
4186688	4187929	Los pone a correr uno tras otro.
4190534	4195078	Pero sí, pero interno, pero lo que no se me hace correcto es a los clientes.
4195138	4196659	Ve lo que le pone la señora Pato.
4200702	4204585	O sea, está bien, a lo mejor de manera interna, que no debería.
4205205	4206006	Pero ya, pero ya.
4206046	4206346	Por él.
4206386	4206526	Por él.
4206626	4214372	Este... Y no se pueden borrar, pues.
4214392	4214532	Claro.
4214632	4216814	Y ahora que mencionas, perdón, te interrumpo, María.
4216834	4216954	Sí.
4217742	4219763	¿Cuál es como la comunicación externa?
4219783	4222944	¿Cómo es el proceso de comunicación externa hacia los clientes de ustedes?
4222964	4224704	¿Normalmente cómo funciona?
4224724	4230165	Porque si esa persona responde también a los clientes, tienen Facebook, ¿cuáles son como los caminos de comunicación?
4230185	4230886	Nulos.
4230906	4242429	No tienen... Es que él es una persona que estuvo en... él es un mexicano que está allá y... Bueno, sí tiene residencia.
4242449	4247090	De hecho, por eso ahorita salió unos días porque acaba de recibir...
4248614	4250676	No, su residencia.
4250836	4256280	No le había llegado su tarjeta de residente.
4256360	4256620	Ah, ya.
4256680	4268228	Un cliente quiere hablar con ustedes para hacer una pregunta y puede tener acceso a esta persona y les gustaría como canalizar eso o... Bueno, él está ahí y va a recibir y... Es más bien si alguien va y...
4268769	4269569	No, él ha corrido.
4269689	4275673	Hemos tenido a dos empleados ahí, tres empleados que ha corrido porque no...
4277378	4278398	Si no, no sé.
4278418	4279299	¿Por qué no?
4279319	4280479	¿Por qué no me haces caso?
4280499	4281039	¿Por qué no?
4282059	4283580	Entonces, Hector ha sido muy tolerante.
4283600	4288801	Entonces, él quiere aprovechar esta entrada del socio inversionista.
4289882	4291762	Bueno, te volví a uno al tema de este chino ya.
4291842	4292282	Sí, sí, sí.
4292362	4304286	Ahorita hay una pista de inversionista B5 que si inviertes un millón cincuenta mil dólares obtienes tu residencia.
4304770	4306170	Y posterior tu ciudadanía.
4306190	4310272	Es la única visa en la que pudieras tener tu ciudadanía.
4310352	4315333	Residencia sí, hay otras visas que puedes tener tu residencia, pero nunca aspirar a una ciudadanía.
4315773	4320415	Esa te extiende la posibilidad de a X tiempo poder ser ciudadano.
4320615	4330778	Entonces queremos aprovechar la entrada de Jan que ya le consiguió ahorita un abogado que fue cónsul en el que lo va a asesorar.
4331306	4344674	Y el contador nos va a hacer, lo que te piden es que hagas un plan de negocios en el que él va a invertir ese millón de dólares en la empresa para, y queremos aprovechar ese momento para decir, Jan es el nuevo dueño de Trixx.
4345574	4347675	Va a ser como la reforma de la compañía.
4347715	4354879	Entonces ya esa persona, Beto, se tiene que adaptar a lo que diga el nuevo dueño.
4354900	4359062	Entonces Héctor quiere de alguna manera aparentar estar
4360154	4364757	No sabe escribir, no sabe ni usar el computador.
4366038	4374982	Así me manda los reportes, a mano.
4375002	4376803	Le tomo una foto en WhatsApp y te lo manda a mano.
4376823	4378865	Sí, así, literalmente.
4378945	4381906	Él sí se ve que no tiene, perdón, estudios ni nada.
4381966	4382967	Sí, educación mínima.
4383007	4386569	No, él así me manda.
4387469	4387849	Es real.
4390318	4391759	Así.
4391779	4393361	Las cargas y descargas, así.
4394101	4396503	Bueno, pero por lo menos la letra es legible.
4396523	4398265	Las cargas y descargas.
4398285	4403389	Las cargas y descargas las manda así, y yo se las tengo que regresar así.
4403569	4406551	Entonces, si tengo que coger toda esa información y pasarla a mano en Excel.
4407512	4408953	Sí, se las tengo que regresar así.
4409354	4414678	Pero me gustaría también, por ejemplo, esto me ha ayudado aquí en un chiste de recepción.
4415182	4418083	Pero ella escribe y yo no sé si él me está repitiendo un contenedor.
4418183	4421505	O sea, a mí me gustaría que al momento de que vuelva...
4421545	4427427	Entonces ella tiene como a lo mejor muchos Excel donde tiene esta información, pero no hay como... Está suelta, la tiene en un Excel nuevo.
4427447	4427627	Ajá.
4427787	4437051	Entonces a mí me gustaría que al momento de que capture las cargas, las cargas le llaman a lo que cargan así en esta caja seca y la descarga lo que sale de aquí.
4437071	4442614	Y nosotros le pagamos a los choferes por carga 500 dólares y por descargar 300.
4443826	4444126	No hay...
4444146	4457490	Entonces el contenedor, un contenedor, te digo, se descarga y al momento de cargarlo yo quiero saber en cuál lo cargaron.
4457770	4461531	Porque nada más tengo la descarga del contenedor y la carga.
4461571	4466632	Pero la carga, no sé si lo cargaron en cuál.
4467613	4471093	Se supone que lo mete al sistema, entonces tenemos la información, te digo, como...
4471274	4471934	En todos lados.
4473458	4481743	Y no consolidada, por lo que entiendo, porque tienes muchas hojitas de Excel con información de un día, el otro día, el otro día, y no tienes como el histórico de venga, yo quiero ver la formatoria todos esos días.
4481763	4483244	¿Cuántos le he cargado a Carlos?
4483264	4486366	¿Cuánto se cargó el contenedor tal?
4487386	4495051	Las cajas estas, la caja 50, pero es 82, que son las que van bien en cuántas vueltas dio en el mes.
4497892	4500354	Ya pues como para pasarte a otra pregunta,
4501162	4525362	Porque veo que hay como me dijo Andre el sábado que hablamos hay como muchas cosas que se puede muchas oportunidades de mejora de procesamiento desde inclusive pensar en una plataforma nueva que se puede hacer digamos que está dentro pues de las posibilidades obviamente hay que empezar a ver temas de complejidades hasta soluciones muy básicas y muy pequeñas que puede ser como poder tener un consolidado o pues básicas digo en lo que entiendo en el momento
4526542	4531746	Él me está mandando una foto de una cosa que él escribió a mano y me gustaría tener todo eso consolidado.
4532467	4536910	Sí, porque ahí por ejemplo también me manda además de esto la relación de los clientes que pagan ahí en bodega.
4538471	4547238	O sea, esto y luego me manda una caja para Antonio 110 dólares.
4548299	4552202	Una caja, pero no me pone el número de la guía que generó.
4553762	4557524	Bueno, a lo mejor esa es la guía.
4557544	4558464	A lo mejor esa es la guía.
4559164	4560905	Entonces me pone así.
4563466	4568088	También lo hice hacer esto ahorita, la autorización de salida.
4568108	4573191	Le he dicho tres veces, nada más son las salidas y me está poniendo las entradas.
4573211	4580194	Yo necesitaba saber a qué hora salió el contenedor, a qué chofer se lo entregó, a qué compañía transportista se lo entregó.
4580642	4582463	Y el otro día le dije, aquí no tiene fecha.
4582563	4583903	Ah, no me acuerdo qué fecha se lo di.
4584563	4585904	No me acuerdo qué fecha o el día.
4586004	4586784	No, no, no me acuerdo.
4588284	4590905	Este cuadrito yo lo hice, pues, que yo, pues, no sé.
4591525	4594186	No, pero pues es que lo parezco mucho más organizado.
4594246	4595707	Exacto.
4595767	4601248	Entonces yo nada más lo tengo ahí y pues lo tengo ahí nada más porque le di lata porque no le estoy dando ninguna función.
4601308	4605890	O sea, no lo estoy usando para nada porque la información no la estoy vaciando en ningún lugar.
4607650	4618496	Si tuviera una tableta donde estudiar la información y el chofer quien le da la salida lo firme, le tome la foto.
4618776	4629642	De hecho el programa tiene para hacer eso y tenía la tableta y puedes usar una tableta y puedes tomarle foto y si le toman en Guadalajara lo que sí hacen son evidencias de salida.
4630563	4635485	Y también está la aplicación, este programa tiene aplicación.
4637554	4653139	Tiene aplicación en el que yo le puedo poner una compañía y una guía y ya saber si la entregaron.
4653599	4662462	En Guadalajara he trabajado mucho en el sentido de que cuando hagan una entrega tomen la fotografía y la identificación de quien se lo entregaron.
4663882	4670768	Pero pasa mucho lo que dices, entiendo, que toman la fotografía y si te llega la fotografía a ti, pero eso igualmente no se está haciendo un tráfico, pues...
4670788	4689165	No, ajá, llega la fotografía, yo nomás lo tengo por si hay un reclamo Tú sabes, te tocaría meterte a revisar el día... Porque hubo muchos robos en Guadalajara, hubo muchos que no se sabía, que no le entregaron, que... ¿Y tienes un ejemplo de fotografía por ahí?
4689265	4690366	A ver, déjame ver...
4697062	4704929	A ver, si pongo aquí a lo mejor el nombre de Ignacio Medrano.
4718461	4719622	Hay que buscar escribiendo.
4720382	4721743	Ahí está Ignacio Medrano, sí.
4721763	4724666	Ahí está mi hermano.
4726582	4728744	A ver este...
4728764	4730566	Perdón, ¿ya se fue Eduardo?
4733549	4738853	No sé, ¿para si pudiera ir mañana a comprar nachito o más cosas?
4738873	4742496	Ah, sí, nos lo va a mandar el jueves.
4742516	4750023	¿Qué puedes mandar mañana?
4750123	4750203	Sí.
4750223	4753266	A ver este... Aquí está.
4754602	4760628	Lo entregaron, la identificación y la firma, no le tomaron foto al producto.
4786498	4787579	Mira, aquí está la foto.
4787899	4789159	A lo mejor el otro sí tenía foto.
4789239	4791161	Le toman foto a la mercancía.
4791181	4795323	De lo que se va a llevar y a la identificación.
4795403	4800406	Pero me ha costado, eso sí me costó horrores que me hicieran caso.
4800486	4805808	Entonces digo, el programa sí, sí está, sí, sí cumple.
4806829	4813853	Lo que batallo es en este reporte, pero pues a lo mejor porque el mismo sistema no sabe que yo cobro de una manera diferente.
4813873	4815434	A René se le cobra por comisión.
4828478	4839269	¿Cuáles serían esas pequeñas victorias que de pronto no requieren una implementación tan compleja como un nuevo programa sino que puede ser algo más sencillo como por ejemplo la automatización de lo que tiene que hacer Andrea en el día a día?
4842986	4860221	No, no, pero es que ese tipo de pequeñas victorias pueden ser como un comienzo de comenzar a entender también la logística y la información de la compañía porque vamos viendo desde los procesos más pequeños cómo se pueden automatizar y eso también te puede permitir a ti más tiempo para aplicarlo en otras tareas.
4860241	4869650	Entonces, ¿cuáles creen ustedes dos que serían de pronto esas pequeñas victorias que se pueden implementar en un corto plazo que generarían un impacto
4871067	4876992	La compañía en temas de tiempos, en temas de manejo de información, de presentación de información, que no requiera...
4899106	4911754	¿Pero en qué te refieres que alguien tuviera que estar revisando?
4911774	4911915	Ah, no.
4911935	4913295	O sea, digo que aún así sí tuviéramos que estar checando.
4913335	4913796	Ah, por supuesto.
4913816	4914496	Sí, pues no se va a mandar así.
4914516	4915117	Ajá, que no se mande así.
4915157	4915457	No, no, no.
4915477	4916938	Pues eso es dependiendo de la necesidad.
4916958	4920660	Por eso les pregunto, digamos que una pequeña ganancia podría ser eso.
4920901	4928746	Entonces, no es que tú tengas que copiar y pegar, pegar documentos, pegar información, sino que simplemente a ti te llega un documento y tú lo revisas.
4929586	4934050	Entonces es mucho más fácil revisar un documento que copiar y pegar, copiar y pegar, copiar y pegar, copiar y pegar.
4934430	4942677	Y también puede que el ser humano se equivoca y a veces comete errores, entonces también reduce ese margen de error digamos que por parte humana.
4942697	4952645	Y hay otra cosa en la que Graciela lleva nada más la información del chino en un programa Monday.
4952665	4953306	No sé si has escuchado de él.
4953326	4953606	Monday no.
4953858	4955839	Monde, yo ahorita vamos con ella para que te enseñe.
4955879	4975584	Pero a mí esa información que ella vacía en ese formato, Monde, que lo lleva una persona de China, lo lleva una persona de México y lo lleva ella, como que cada quien complementa o agrega la información que yo he entrado cien veces a querer hacer uno para ti y nunca he podido.
4975824	4980986	Es de automatizaciones también, pero es súper famoso en Estados Unidos.
4983906	4998711	¿Esa información que ella maneja solamente para el chino en ese programa es la que a mí me gustaría manejar la misma información pero para Trixx en general?
4998831	5008874	Es información que ella tiene que se vacíe para no volver a llenar y complementar con la información de los clientes que llegan por...
5009538	5011059	Y más o menos así por encima.
5035562	5059641	Sí, después de la automatización, más que todo, optimizar el proceso, ver cómo de pronto va a necesitar reportes más rápido, logística información también un poco más rápido.
5059921	5061402	De Colombia, sí señor.
5063994	5067897	Todos los contenedores se llaman así.
5067917	5078944	En el limbo, donde vienen, donde van, alertas, el borde, campañita, lo que se nos pasa, todo eso es muy importante.
5079525	5082046	Ah, pero llegan muchos correos, ¿verdad?
5082066	5082967	Luego llegan correos.
5082987	5083747	¿Cómo se llama?
5083767	5084188	Recabados.
5084248	5085689	Llegan los correos, más en viernes.
5086149	5090092	Amanecen unas con 500 correos que llegan muy a veces.
5090112	5093454	Y luego unos se van a España, otros no llegan.
5093986	5099068	¿Qué se pasa con el tema de los correos?
5099088	5103790	Que ya hay muchos correos haciendo notificaciones de llegadas al puerto.
5103810	5104250	¿Cómo es el proceso?
5104270	5105911	Son las notas de archivo cuando llegan.
5105931	5122598	Entonces lo que podemos hacer es si se pueda canalizar por todos los que me manda Ricardo se vayan directamente a la carpeta, todo lo que sea, no sé, nena, se vayan a la carpeta, hablando de las navieras, de las terminales, para saber
5123618	5128660	Hablantes de Trixx Logistics en Trixx Logistics en Trixx Logistics en Trixx Logistics
5152310	5153471	¿Y sabes qué?
5153491	5154412	¿Qué respuesta?
5154452	5155892	¿Qué respuesta?
5155952	5158474	Dice que no quiere.
5158494	5162256	¿Cómo haces esa modi para que la vengan en el momento?
5162376	5174622	Que no te... Ya llegó un domingo, o temana, ya llegó un viernes en la noche, cuando llegas a Andicronda, llegas poquito y dices, qué madre, 600 colores en el ciento.
5174663	5180966	Porque entonces te vas a los contenedores, a la propiedad, porque ahí es la que vamos a revisar, que es lo más importante, entonces ya lo vamos a revisar.
5190630	5206586	Entonces todo eso es lo que, las situaciones que nosotros queremos tener controlado, que no se nos salga de la mano porque eso es lo que genera y nos cuesta dinero hablando de demoras y almacenajes.
5209034	5212277	¿Y les llega algún otro tipo de notificación o es todo directamente por correos?
5212577	5213558	Por correos, todo.
5213738	5214439	Todo es por correos.
5214459	5218782	Todo lo que se maneja de contenedores con terminales y Navieras es 100% correos.
5218902	5222045	Ellos no mandan Whatsapp ni te marcan por teléfono para decirte algo.
5222065	5222505	Perfecto.
5222525	5226589	Todo ello se hace por mensajes que los corporativos y las grandes compañías hacen por correos.
5226609	5227149	Todo es correo.
5227169	5232674	¿Qué plataforma de correos, qué host de correos utilizan ustedes?
5232974	5233434	¿GoDaddy?
5233755	5234956	GoDaddy, sí.
5239426	5242007	¿Podemos cambiar a otra?
5242207	5248510	Sí, no, pero eso es analizarlo, yo creo que... ¿Es de boda o es de los otros?
5248550	5249710	No sé cuál estás usando.
5249850	5251371	No, es el personaje que es el de Trixx.
5251451	5255873	Es que en el management que es de boda no llegan correos de gmail y de hotmail, sólo llegan correos de... Sí, sí llegan, gracias.
5255913	5259434	No, no, tú no puedes mandar a... Sólo puedes mandar como a... ¿Voy a decir pues?
5259474	5259554	Sí.
5268930	5270991	Ya se fue el amigo colombiano, ¿no?
5271011	5272052	No señor, aquí todavía los acompaño.
5272072	5281438	No, es que, pues, aproveché que Luis le diga lo de los, esas, los inquietudes que tenga de los correos.
5281458	5287802	Digo, que más que nada son las alertas de los correos que van a llegar y todo para que no nos ofrecen demoras y almacenajes.
5287822	5294786	¿Cómo podemos filtrar o cómo podemos canalizar que se vayan directamente a una carpeta?
5295138	5299440	Para nomás abrir esa carpeta y no abrir los 600 en ese centro.
5299960	5309024	Ese es un... una inteligencia artificial que se puede hacer con una aplicación, con algo que se pueda... Sí, me llegan 25 correos en una noche.
5309044	5315147	No, es poquito, hijo, nos vamos un viernes nosotros de aquí a las 6 de la tarde por las 5, bueno, yo a las 2.
5315967	5319729	Llegas el lunes, tu pinche bandeja ya tiene 600 correos.
5319769	5321930	Ajá, eso, o sea, todo eso...
5323674	5325115	Es muy importante para nosotros.
5325195	5325775	Qué buen punto.
5325835	5328297	Muy buen punto.
5330699	5335622	El hacerlo manualmente, tener una persona es un costo.
5336462	5344868	Tendría que tener una persona especialmente a estar viendo correos y esa persona desafortunadamente no es un robot.
5346549	5348130	Va a llegar un momento en que
5350042	5353325	Te va a dar nomás click click click click que se va a dar y no va a estar leyendo.
5353445	5361952	Entonces necesitamos esa aplicación que creo yo que alguien traía de la inteligencia artificial.
5361972	5377946	Y ella nos acomode todos los correos en orden de una alerta donde se te va a vencer este, este, este, estos son importantes y reacomoda.
5378766	5382730	No, sería un criado o sería usando la plataforma.
5382851	5384772	Ahorita lo que escuché de Andy que Vodari es
5402990	5424262	Pues no es pésimo, simplemente de Gmail o de Hotmail o de Yahoo no puedes mandarle a... Es que justamente Godaddy acaba de avisarnos que nos tenemos que emigrar a otra plataforma porque él ya perdió su capacidad, entonces ahorita se contrató a Microsoft, o sea Godaddy con Microsoft para que pueda abrir más correos.
5424762	5432286	Tiene dos, tenía dos opciones y ahorita se tiene que, tenemos que respaldar todos los correos
5433086	5439330	Y en un lapso de dos horas ya va a tener más capacidadad en otra plataforma.
5439350	5442071	¿Sabes qué no me gusta a mí?
5444093	5445854	Como estar teniendo parchecitos.
5446734	5450436	Tenemos a... Tenemos aquí a...
5454695	5456935	Y luego tenemos a Samsanita aquí.
5457316	5459276	Tenemos un parchecito.
5459296	5464058	Es que son compañías que son funciones diferentes.
5464199	5466019	Sí, yo lo entiendo.
5467380	5472262	Y luego tenemos el dominio que, bueno, sí lo usamos.
5473182	5479705	Pero esos detallitos son los que a veces nos provoca más personal.
5479785	5481366	Por ejemplo, ahorita.
5483422	5487805	Para el monitoreo de los camiones, que dije al Miguel, necesitamos a una persona.
5487825	5490826	Y ahora sí, sí lo necesitamos.
5490846	5493328	Esa persona que esté monitoreando.
5493348	5496890	Ahorita me voy a acostar cosío hermano.
5499351	5504915	Ese es un robotito, pero trae un... aquí.
5504935	5507676	Aquí trae un desfase de dos segundos.
5507876	5508357	Un delay.
5508857	5509677	Un delay.
5509717	5510558	Pero ese cabrón
5512934	5518218	Es tan meticuloso, tan dedicado, tan esto, tan cuadradito.
5518238	5520801	Yo creo que tiene un poquito de asco.
5521721	5523623	Yo creo que tiene un poquito de asco.
5523643	5526405	TNH, un poquito.
5526445	5529628	Pero esos campos son excelentes.
5529668	5530529	Son excelentes.
5530549	5531009	¿Por qué?
5531690	5534852	Te vas a encargar de la flotilla que corre de Guadalajara a México.
5535833	5536914	Y te vas a encargar...
5537674	5547078	De mi reporte, que me reportes mantenimiento, llantas, operadores, rendimiento, todo, me pone con todo gusto, eso es lo mío.
5547098	5552880	Y que me conteste así, chingón, chingoncísimo, pero ya me está costando.
5554481	5566446	Porque el cabrón de acá de Guadalajara, de Juárez, Guadalajara, sí lo hacen, sí están al pendiente, pero vemos a los choferes que les vale madre, hermano.
5566786	5568167	Hector Leyla,Colombia,Colombia,Colombia
5594522	5607527	Eso es lo que me refiero pues, tenemos todo pero lo tenemos todo muy disperso, con parchecitos y ahora tú, salió por ahí un cabrón que me cayó bien, ah dale, dale el trabajo ahí.
5608268	5610989	Ya metí yo mi mano, ya echa a perder todo.
5612429	5614890	Donde yo meto la mano, echo a perder algo.
5616951	5618132	Todo echo a perder.
5618552	5623834	El que está trabajando bien, el que está esto, llego que está haciendo nada, déjate por una pizza, déjate la regalar.
5624034	5628636	Ya va a comer pizza, se acostumbró a la pizza.
5628676	5632137	Si no le doy pizza la próxima semana, se va a encabonar.
5633558	5635899	Lo que menos quiero es meter ya mi mano.
5636699	5638080	No quiero meter mi mano ya.
5638480	5640080	Donde meto la mano he hecho perder todo.
5640100	5645683	¿Crees ya que vayan las cosas funcionando por su propio camino?
5645903	5648684	Pues sí, a hacerme un pendejo a veces.
5649084	5653486	Que las directrices de las operaciones o del funcionamiento de la empresa
5653994	5662259	El tema es que las absorba la persona dedicada a esa función y a no más rendirle cuentas a este señor.
5662719	5673765	Porque para él es muy fácil decir, el camión aquel, arreglalo, véndelo, chile su madre, no quiere ir, dale 200 dólares y vas a ver que va el cabrón.
5673945	5680769	Entonces al día siguiente o la semana que viene, no va a querer moverse, va a decir no quiero ir porque vas a saber que le va a dar 200 dólares.
5682582	5689886	Una buena niña, así bonita, así sin nada, no quiere ponerle chichis, ponerle extensiones.
5691227	5692087	Echa esa parte de todo.
5692727	5694008	Es la esencia de uno.
5695669	5696349	Mal estoy yo.
5696969	5697930	Y yo reconozco.
5698310	5700091	Acostumbrado a consentir a las personas.
5701092	5705654	El del chofer que chocó le empezó a dar algo mensual a la semana.
5706942	5710983	Y el carro en reparación, entonces no lo reparaba porque el señor tenía su pago a la semana.
5711323	5711764	¿Qué va a hacer?
5711804	5712944	¿Le va a sacar el carro?
5712964	5713744	¿Se va a ir a dar a la madre?
5713764	5715425	¿Tres meses se tardó en repararlo?
5716405	5719346	Porque el escudo estaba pagando la semana.
5719386	5720446	Hasta que un día sí dijo.
5720706	5721567	Hasta que un día dijo.
5724087	5725148	Yo quisiera aprovechar.
5725168	5730429	Pero eso es muy importante, todo eso lo... Eso de los coches, yo me distraje.
5730950	5731970	Eso necesitamos...
5732330	5733651	Eso.
5733811	5734992	Yo creo que ese es el origen.
5735032	5747081	Es que yo creo que eso es lo que le pregunté ahorita a María y a Andrea y aprovechando que están ustedes dos ya acá ya pues tenemos como ciertas pequeñas ganancias que podemos implementar o buscar la manera de implementar soluciones.
5747741	5758609	Otra es la del correo, te quería preguntar a vos Héctor y pues aprovechando que también vamos a estar acá es que otras pequeñas cosas creen que nos requiere una implementación muy grande como por ejemplo lo que vos decís
5759610	5764512	No sé, conglomerar todas las soluciones tecnológicas que ustedes tienen en una sola plataforma.
5765032	5768574	Digamos que eso se puede llegar a hacer, pero eso requiere pues un trabajo digamos que mucho más largo.
5769154	5778538	Pero sí hay pequeñas ganancias que podemos hacer como en los correos, como lo de pronto automatizar un proceso de poder sacar más fácil la carta porte.
5778558	5786302	¿Qué otra cosa ustedes creen que es algo pequeño pero que genera un impacto grande para el proceso interno de la compañía?
5787426	5798312	Claramente, pues, filtrar los correos es una ganancia muy grande porque ahorra horas de trabajo y no solamente trabajo sino también económico recibió un impacto grande porque ya tiene las alertas primarias, ¿cierto?
5798552	5800434	Sí, nosotros trabajamos muy desfasados.
5801954	5806877	La hora, por ejemplo, de las bodegas en Los Ángeles se abre a una hora.
5806897	5812620	El personal de carretera trabaja unas 24 horas.
5812640	5815282	Tenemos clientes chinos.
5816162	5820364	Que nos está mandando Whatsapps a las 3, 4 de la mañana.
5821365	5825647	Tenemos este, o sea, todo, todo, todo aquí se entra a las 10 de la mañana.
5825667	5827328	¿A las 10?
5827628	5828509	¿A las 9?
5829029	5829629	¿A las 9?
5829669	5829929	Sí.
5830870	5832071	Oh, sí.
5832091	5833571	Llevamos cuatro meses entrando a las 10.
5833771	5835392	No he visto que entran a las 9, pero bueno, a las 9.
5835412	5837674	Entonces, traemos un desfase en menor, ¿no?
5837694	5838014	De todo.
5847774	5876902	Ya para el viernes, digamos que para unos ya es salida, para otros apenas empieza el trabajo, el de Juárez se enoja porque es cuando tenemos más trabajo a partir de las 5 o 6 de la tarde, necesitamos esto, hacen berrinches, entonces sí necesitamos ponernos de acuerdo en el... Y ahora que traes esto Ricardo de la...
5877542	5887066	De la automatización, de la proyección, ¿cómo esta palabra proyección podemos proyectar más la empresa?
5887086	5895530	¿Cómo la podemos hacer más conocida a nivel, digo ya nacional, parte de Estados Unidos o tal vez crecer internacionalmente?
5896070	5901372	Que nos hagan pedidos de todas partes o que nos ubiquen más.
5906806	5909067	En las redes sociales por Beto, eh.
5909127	5909567	Muy malos.
5909867	5910368	Malos.
5910608	5913449	O sea, a mí se me han ido clientes por Beto.
5913469	5914669	Y eso ya no se puede borrar, pues.
5914709	5917290	O sea, alguien entra y dice, a ver, ¿qué tal esta empresa?
5917490	5918051	No, mala.
5918471	5920712	O sea, por más, si ahorita contrato.
5921772	5922292	A quien sea.
5922493	5933317	A una, a la, a la empresa que te guste a nivel, por más dinero que le pague, van a ir a lo mejor a la bodega, pero con actitudes de cabrón.
5933677	5934558	Ya no sé qué hacer.
5935138	5935418	Ahora.
5936558	5940320	Le puedo decir, ya no trate a la gente.
5940360	5941260	Pero, ¿sabes qué va a hacer?
5941920	5943501	Me va a bloquear a quien lo trate.
5943581	5950404	O sea, con la cámara va a decir, a ver, Chaparito, tú te encargas de tratar a la gente.
5950964	5953645	Uy, lo va a traer hasta que lo corra.
5954145	5954625	¿Me explico?
5954966	5958207	Entonces, ese departamento me hago pendejo ahorita.
5958247	5959467	No lo uso.
5959728	5960968	Pero lo necesitamos.
5961308	5963209	Porque clientes tenemos muchos.
5963729	5965650	Entonces, eso es algo...
5967446	5973870	Eso es algo, la actitud, que sí, aparte que lo veo imposible de arreglar.
5975290	5977892	Eso sí lo veo... Sí, porque para él está bien.
5977932	5981994	El tema es que él no acepta... Es un trabajo muy difícil ahí.
5983275	5983755	Muy difícil.
5984476	5992200	Es un trabajo, de veras... Mira, pero han trabajado sábado, lunes, y ahorita, bien a gusto.
5992220	5992820	Porque no están.
5993040	5995782	Pero mira, mira, mira, nena, nena.
5998518	6004942	Si no está quince días, al quinto día, sexto día, va a empezar el robo.
6004962	6006383	¿Me explico?
6006463	6017409	O sea, yo prefiero tener a un tirano hijo de la chingada, que saben que si los fuerce, los va a agarrar chingazos, me van a reportar a mí y yo les voy a bloquear todo el trabajo.
6017429	6025354	Es que tal vez en otro almacén, cuando los almacenes son más grandes, el personal, él estuviera acá en el área de carga y descarga,
6025818	6030802	Y la parte de recepción o de atención al cliente esa la maneja otra persona pero él está...
6031002	6046095	Yo le dije un día al que encargado me vuelven a robar una pieza, una pluma quien sea Beto y usted se va.
6047136	6049498	Pregúntame si nos volvieron a robar una.
6049758	6054362	Andaba como un perro buscando agarrarme, corrió gente, me corrió mucha gente.
6055779	6057100	Él me corrió mucha gente.
6058361	6060263	Él me corrió mucha gente.
6060583	6064967	Este equipo que tengo me costó mucho trabajo tenerlo.
6066108	6075377	Yo empecé a contratar gente con él, con la venia de él, y ya no tenemos problema de robo.
6075517	6076197	No nos roban.
6077459	6078099	No hay robo.
6081642	6082902	Tiene sus pros y sus contras.
6082922	6090885	Él llega y los junta y les habla como un... ¿Qué te puedo decir?
6092445	6095586	Un capatazo.
6095846	6099867	Pero es una persona, Ricardo, que tiene un carácter muy especial.
6100147	6102008	No nomás con los compañeros.
6102128	6106929	Llega ese güey de UPS y también le dice, estacionate bien, no mandes cosas malas ahí.
6106949	6109110	Con todo el mundo tiene una...
6110498	6112039	Hector Leyla,Colombia
6133762	6134502	Hablan en español.
6134522	6135043	Hablan en español.
6135063	6135823	Hablan en español.
6158494	6167399	Como que se resulta contraproducente el decirle trata bien a esta persona o haz tanta actitud porque se vuelve contra.
6167780	6182549	Y ahorita también a lo que, viendo la bodega, la bodega no está diseñada ahorita o el tamaño de la bodega no está diseñada para tener un área que el primer tope o la primera cara sea una cara bonita, ¿no?
6183229	6184570	No, tienes que llegar y ver si...
6185602	6187223	Hablantes de la oficina.
6187263	6188123	Hablantes de la oficina
6215146	6230190	Se ha estado viendo, no sé cómo va el proyecto ahorita de conseguir una bodega en el otro lado más grande, o nos quedamos en esa o en la otra, pero no tenemos una recepción o un módulo de atención al cliente directo cuando llegan esas personas.
6230250	6234292	Entonces ya esa persona ya no te hubiera contado.
6234412	6241854	Vengo y traigo una mercancía, ok, sí, ya está, ya la meto, ahora sí, voy a pasar por la mercancía y ya, o ya pase para allá y déjalo.
6242794	6244855	Pero no, todo va a ser canalizado.
6246476	6252218	Entonces, no hay un filtro de atención primero, primario, al cliente, sino que es todo.
6252979	6255540	Pero creo que sí pudiéramos empezar con uno de los correos.
6257281	6260202	Y no sé si a la Carla de las Cartas Porte o si es un...
6263942	6291950	Ya les explico un poco cómo funcionamos nosotros normalmente lo que hacemos es esta primera reunión para conocer un poco más del funcionamiento de la compañía todo lo que me has explicado qué es lo que ustedes utilizan hoy en día cómo lo utilizan canales de información que tienen ya identificamos el tema de los correos lo de las cartas porte de pronto buscar una forma de agendar una cita pensando en soluciones para que de pronto haya una persona en el momento que un cliente vaya a ir
6292762	6298064	Y que no tenga que recibir una persona que de pronto no está acostumbrada al trato comercial, por así decirlo.
6298504	6318190	Digamos que esta es una primera etapa de análisis donde ya me llevo toda esta información, me llevo la conversación que tuvimos grabada y vemos una lista inicial como de propuestas o de posibles soluciones que nosotros podríamos implementar, se las presentamos a ustedes y ya vemos por qué canal queremos comenzar.
6318818	6343530	Entonces obviamente hay como esas primeras pequeñas ganancias que es lo que les precomentaba ahorita que yo creo que hay unas que se pueden hacer pues que pueden causar mucho impacto digamos que al general de la compañía porque obviamente si se pierde un correo eso ya son temas económicos, temas de multas que eso es muy importante entonces digamos que eso es una pequeña ganancia que se puede implementar en el corto plazo que es muy fuerte otra también pequeña ganancia es que tú te liberes de tiempo y eso pues es un
